ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Winner;Loser;WRank;LRank;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;B365W;B365L;CBW;CBL;GBW;GBL;IWW;IWL;SBW;SBL;B&WW;B&WL;EXW;EXL;PSW;PSL;WPts;LPts;UBW;UBL;LBW;LBL;SJW;SJL;MaxW;MaxL;AvgW;AvgL
28;Madrid;Mutua Madrid Open;01/05/2022;Masters 1000;Outdoor;Clay;1st Round;3;Isner J.;Krajinovic F.;23;56;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,57;2,37;;;;;;;;;;;;;1,56;2,6;1706,0;960,0;;;;;;;1,63;2,65;1,58;2,39
28;Madrid;Mutua Madrid Open;01/05/2022;Masters 1000;Outdoor;Clay;1st Round;3;Evans D.;Delbonis F.;36;37;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,1;1,72;;;;;;;;;;;;;1,96;1,94;1242,0;1219,0;;;;;;;2,13;1,94;2,01;1,8
28;Madrid;Mutua Madrid Open;02/05/2022;Masters 1000;Outdoor;Clay;1st Round;3;Davidovich Fokina A.;Harris L.;29;38;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,33;3,4;;;;;;;;;;;;;1,34;3,58;1470,0;1200,0;;;;;;;1,37;3,66;1,32;3,38
28;Madrid;Mutua Madrid Open;02/05/2022;Masters 1000;Outdoor;Clay;1st Round;3;De Minaur A.;Martinez P.;22;44;7,0;6,0;1,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,5;2,62;;;;;;;;;;;;;1,53;2,8;1736,0;1105,0;;;;;;;1,53;2,86;1,49;2,6
28;Madrid;Mutua Madrid Open;02/05/2022;Masters 1000;Outdoor;Clay;1st Round;3;Sinner J.;Paul T.;12;35;6,0;7,0;7,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,25;4,0;;;;;;;;;;;;;1,26;4,31;3015,0;1243,0;;;;;;;1,28;4,5;1,24;3,97
28;Madrid;Mutua Madrid Open;02/05/2022;Masters 1000;Outdoor;Clay;1st Round;3;Lajovic D.;Coric B.;77;264;6,0;3,0;4,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;1,8;2,0;;;;;;;;;;;;;1,83;2,09;801,0;191,0;;;;;;;1,92;2,17;1,8;2,01
28;Madrid;Mutua Madrid Open;02/05/2022;Masters 1000;Outdoor;Clay;1st Round;3;Musetti L.;Ivashka I.;63;48;2,0;6,0;6,0;3,0;7,0;5,0;;;;;2,0;1,0;Completed;1,44;2,75;;;;;;;;;;;;;1,41;3,15;896,0;1017,0;;;;;;;1,47;3,24;1,42;2,87
28;Madrid;Mutua Madrid Open;02/05/2022;Masters 1000;Outdoor;Clay;1st Round;3;Monfils G.;Gimeno Valero C.;21;369;6,0;3,0;6,0;0,0;;;;;;;2,0;0,0;Completed;1,25;4,0;;;;;;;;;;;;;1,25;4,48;1745,0;114,0;;;;;;;1,29;4,54;1,22;4,14
28;Madrid;Mutua Madrid Open;02/05/2022;Masters 1000;Outdoor;Clay;1st Round;3;Basilashvili N.;Fognini F.;27;51;7,0;5,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,5;1,53;;;;;;;;;;;;;2,62;1,56;1583,0;986,0;;;;;;;2,62;1,63;2,5;1,53
28;Madrid;Mutua Madrid Open;02/05/2022;Masters 1000;Outdoor;Clay;1st Round;3;Schwartzman D.;Paire B.;15;62;6,0;2,0;6,0;7,0;6,0;1,0;;;;;2,0;1,0;Completed;1,2;4,5;;;;;;;;;;;;;1,22;4,9;2805,0;899,0;;;;;;;1,22;4,98;1,2;4,57
28;Madrid;Mutua Madrid Open;02/05/2022;Masters 1000;Outdoor;Clay;1st Round;3;Goffin D.;Karatsev A.;60;34;6,0;2,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,66;2,2;;;;;;;;;;;;;1,68;2,32;913,0;1253,0;;;;;;;1,68;2,58;1,6;2,33
28;Madrid;Mutua Madrid Open;02/05/2022;Masters 1000;Outdoor;Clay;1st Round;3;Norrie C.;Kwon S.W.;11;73;7,0;5,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,3;3,5;;;;;;;;;;;;;1,36;3,46;3335,0;828,0;;;;;;;1,36;3,76;1,31;3,45
28;Madrid;Mutua Madrid Open;02/05/2022;Masters 1000;Outdoor;Clay;1st Round;3;Dimitrov G.;Cressy M.;20;64;6,0;2,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,33;3,4;;;;;;;;;;;;;1,34;3,61;1750,0;888,0;;;;;;;1,34;4,0;1,29;3,55
28;Madrid;Mutua Madrid Open;02/05/2022;Masters 1000;Outdoor;Clay;1st Round;3;Murray A.;Thiem D.;78;91;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,2;1,66;;;;;;;;;;;;;2,18;1,77;783,0;725,0;;;;;;;2,4;1,77;2,2;1,67
28;Madrid;Mutua Madrid Open;02/05/2022;Masters 1000;Outdoor;Clay;1st Round;3;Shapovalov D.;Humbert U.;16;46;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,66;2,2;;;;;;;;;;;;;1,71;2,27;2671,0;1053,0;;;;;;;1,73;2,4;1,66;2,22
28;Madrid;Mutua Madrid Open;02/05/2022;Masters 1000;Outdoor;Clay;1st Round;3;Pouille L.;Khachanov K.;174;26;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;5,0;1,16;;;;;;;;;;;;;5,69;1,18;338,0;1633,0;;;;;;;5,69;1,2;5,03;1,17
28;Madrid;Mutua Madrid Open;03/05/2022;Masters 1000;Outdoor;Clay;1st Round;3;Hurkacz H.;Dellien H.;14;81;7,0;5,0;6,0;7,0;6,0;3,0;;;;;2,0;1,0;Completed;1,3;3,5;;;;;;;;;;;;;1,37;3,39;3008,0;775,0;;;;;;;1,38;3,92;1,33;3,29
28;Madrid;Mutua Madrid Open;03/05/2022;Masters 1000;Outdoor;Clay;1st Round;3;Cilic M.;Ramos-Vinolas A.;24;43;6,0;3,0;3,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;1,72;2,1;;;;;;;;;;;;;1,78;2,17;1695,0;1106,0;;;;;;;1,78;2,29;1,7;2,16
28;Madrid;Mutua Madrid Open;03/05/2022;Masters 1000;Outdoor;Clay;1st Round;3;Bautista Agut R.;Brooksby J.;19;42;6,0;0,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,72;2,1;;;;;;;;;;;;;1,75;2,21;1993,0;1107,0;;;;;;;1,78;2,37;1,73;2,12
28;Madrid;Mutua Madrid Open;03/05/2022;Masters 1000;Outdoor;Clay;1st Round;3;Kecmanovic M.;Bublik A.;32;33;6,0;4,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,33;3,4;;;;;;;;;;;;;1,35;3,53;1291,0;1263,0;;;;;;;1,38;3,7;1,32;3,38
28;Madrid;Mutua Madrid Open;03/05/2022;Masters 1000;Outdoor;Clay;1st Round;3;Garin C.;Tiafoe F.;39;25;6,0;1,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,1;1,72;;;;;;;;;;;;;2,19;1,76;1168,0;1640,0;;;;;;;2,3;1,76;2,14;1,7
28;Madrid;Mutua Madrid Open;03/05/2022;Masters 1000;Outdoor;Clay;1st Round;3;Van De Zandschulp B.;Carreno Busta P.;31;18;6,0;7,0;7,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;3,2;1,36;;;;;;;;;;;;;3,15;1,41;1294,0;2135,0;;;;;;;3,24;1,41;3,05;1,37
28;Madrid;Mutua Madrid Open;03/05/2022;Masters 1000;Outdoor;Clay;1st Round;3;Korda S.;Opelka R.;30;17;6,0;3,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,66;2,2;;;;;;;;;;;;;1,69;2,31;1301,0;2465,0;;;;;;;1,75;2,42;1,65;2,23
28;Madrid;Mutua Madrid Open;03/05/2022;Masters 1000;Outdoor;Clay;2nd Round;3;Rublev A.;Draper J.;8;121;2,0;6,0;6,0;4,0;7,0;5,0;;;;;2,0;1,0;Completed;1,14;5,5;;;;;;;;;;;;;1,15;6,36;4025,0;544,0;;;;;;;1,17;6,8;1,14;5,61
28;Madrid;Mutua Madrid Open;03/05/2022;Masters 1000;Outdoor;Clay;2nd Round;3;Djokovic N.;Monfils G.;1;21;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,2;4,5;;;;;;;;;;;;;1,21;5,01;8400,0;1745,0;;;;;;;1,23;5,03;1,2;4,61
28;Madrid;Mutua Madrid Open;03/05/2022;Masters 1000;Outdoor;Clay;2nd Round;3;Murray A.;Shapovalov D.;78;16;6,0;1,0;3,0;6,0;6,0;2,0;;;;;2,0;1,0;Completed;2,62;1,5;;;;;;;;;;;;;2,87;1,48;783,0;2671,0;;;;;;;2,9;1,54;2,68;1,47
28;Madrid;Mutua Madrid Open;03/05/2022;Masters 1000;Outdoor;Clay;2nd Round;3;Alcaraz C.;Basilashvili N.;9;27;6,0;3,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,08;8,0;;;;;;;;;;;;;1,11;8,11;3818,0;1583,0;;;;;;;1,12;8,5;1,09;7,36
28;Madrid;Mutua Madrid Open;04/05/2022;Masters 1000;Outdoor;Clay;2nd Round;3;Evans D.;Bautista Agut R.;36;19;6,0;3,0;5,0;7,0;7,0;6,0;;;;;2,0;1,0;Completed;3,5;1,3;;;;;;;;;;;;;3,58;1,34;1242,0;1993,0;;;;;;;3,77;1,35;3,47;1,3
28;Madrid;Mutua Madrid Open;04/05/2022;Masters 1000;Outdoor;Clay;2nd Round;3;Lajovic D.;Ruud C.;77;7;7,0;6,0;2,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;6,0;1,12;;;;;;;;;;;;;6,04;1,16;801,0;4110,0;;;;;;;6,5;1,17;5,59;1,14
28;Madrid;Mutua Madrid Open;04/05/2022;Masters 1000;Outdoor;Clay;2nd Round;3;Zverev A.;Cilic M.;3;24;4,0;6,0;6,0;4,0;6,0;4,0;;;;;2,0;1,0;Completed;1,16;5,0;;;;;;;;;;;;;1,2;5,17;7420,0;1695,0;;;;;;;1,27;5,5;1,19;4,77
28;Madrid;Mutua Madrid Open;04/05/2022;Masters 1000;Outdoor;Clay;2nd Round;3;Norrie C.;Isner J.;11;23;6,0;4,0;6,0;7,0;6,0;4,0;;;;;2,0;1,0;Completed;1,66;2,2;;;;;;;;;;;;;1,73;2,24;3335,0;1706,0;;;;;;;1,8;2,28;1,7;2,16
28;Madrid;Mutua Madrid Open;04/05/2022;Masters 1000;Outdoor;Clay;2nd Round;3;Nadal R.;Kecmanovic M.;4;32;6,0;1,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,33;3,4;;;;;;;;;;;;;1,33;3,64;6435,0;1291,0;;;;;;;1,35;3,75;1,31;3,42
28;Madrid;Mutua Madrid Open;04/05/2022;Masters 1000;Outdoor;Clay;2nd Round;3;Hurkacz H.;Davidovich Fokina A.;14;29;6,0;4,0;4,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;2,1;1,72;;;;;;;;;;;;;2,26;1,72;3008,0;1470,0;;;;;;;2,26;1,8;2,14;1,7
28;Madrid;Mutua Madrid Open;04/05/2022;Masters 1000;Outdoor;Clay;2nd Round;3;Goffin D.;Van De Zandschulp B.;60;31;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;2,1;1,72;;;;;;;;;;;;;2,09;1,83;913,0;1294,0;;;;;;;2,2;1,88;2,07;1,76
28;Madrid;Mutua Madrid Open;04/05/2022;Masters 1000;Outdoor;Clay;2nd Round;3;Dimitrov G.;Schwartzman D.;20;15;6,0;0,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,5;1,53;;;;;;;;;;;;;2,4;1,61;1750,0;2805,0;;;;;;;2,5;1,65;2,39;1,57
28;Madrid;Mutua Madrid Open;04/05/2022;Masters 1000;Outdoor;Clay;2nd Round;3;Musetti L.;Korda S.;63;30;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,62;1,5;;;;;;;;;;;;;2,55;1,58;896,0;1301,0;;;;;;;2,96;1,58;2,61;1,49
28;Madrid;Mutua Madrid Open;04/05/2022;Masters 1000;Outdoor;Clay;2nd Round;3;Sinner J.;De Minaur A.;12;22;6,0;4,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,44;2,75;;;;;;;;;;;;;1,49;2,83;3015,0;1736,0;;;;;;;1,5;2,92;1,45;2,75
28;Madrid;Mutua Madrid Open;04/05/2022;Masters 1000;Outdoor;Clay;2nd Round;3;Auger-Aliassime F.;Garin C.;10;39;6,0;3,0;6,0;0,0;;;;;;;2,0;0,0;Completed;1,5;2,62;;;;;;;;;;;;;1,55;2,65;3625,0;1168,0;;;;;;;1,55;2,96;1,49;2,6
28;Madrid;Mutua Madrid Open;04/05/2022;Masters 1000;Outdoor;Clay;2nd Round;3;Tsitsipas S.;Pouille L.;5;174;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,06;10,0;;;;;;;;;;;;;1,07;11,28;5690,0;338,0;;;;;;;1,07;15,0;1,05;10,21
28;Madrid;Mutua Madrid Open;05/05/2022;Masters 1000;Outdoor;Clay;3rd Round;3;Djokovic N.;Murray A.;1;78;;;;;;;;;;;;;Walkover;1,12;6,0;;;;;;;;;;;;;1,16;6,26;8400,0;783,0;;;;;;;1,17;6,4;1,14;5,63
28;Madrid;Mutua Madrid Open;05/05/2022;Masters 1000;Outdoor;Clay;3rd Round;3;Rublev A.;Evans D.;8;36;7,0;6,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,22;4,33;;;;;;;;;;;;;1,21;5,05;4025,0;1242,0;;;;;;;1,25;5,05;1,22;4,33
28;Madrid;Mutua Madrid Open;05/05/2022;Masters 1000;Outdoor;Clay;3rd Round;3;Hurkacz H.;Lajovic D.;14;77;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,28;3,75;;;;;;;;;;;;;1,32;3,77;3008,0;801,0;;;;;;;1,32;4,0;1,29;3,62
28;Madrid;Mutua Madrid Open;05/05/2022;Masters 1000;Outdoor;Clay;3rd Round;3;Zverev A.;Musetti L.;3;63;6,0;3,0;1,0;0,0;;;;;;;1,0;0,0;Retired;1,28;3,75;;;;;;;;;;;;;1,29;3,97;7420,0;896,0;;;;;;;1,3;4,02;1,27;3,79
28;Madrid;Mutua Madrid Open;05/05/2022;Masters 1000;Outdoor;Clay;3rd Round;3;Nadal R.;Goffin D.;4;60;6,0;3,0;5,0;7,0;7,0;6,0;;;;;2,0;1,0;Completed;1,12;6,0;;;;;;;;;;;;;1,11;7,95;6435,0;913,0;;;;;;;1,15;7,95;1,11;6,77
28;Madrid;Mutua Madrid Open;05/05/2022;Masters 1000;Outdoor;Clay;3rd Round;3;Auger-Aliassime F.;Sinner J.;10;12;6,0;1,0;6,0;2,0;;;;;;;2,0;0,0;Completed;2,37;1,57;;;;;;;;;;;;;2,4;1,65;3625,0;3015,0;;;;;;;2,54;1,65;2,39;1,58
28;Madrid;Mutua Madrid Open;05/05/2022;Masters 1000;Outdoor;Clay;3rd Round;3;Tsitsipas S.;Dimitrov G.;5;20;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,3;3,5;;;;;;;;;;;;;1,33;3,64;5690,0;1750,0;;;;;;;1,34;3,64;1,31;3,43
28;Madrid;Mutua Madrid Open;05/05/2022;Masters 1000;Outdoor;Clay;3rd Round;3;Alcaraz C.;Norrie C.;9;11;6,0;4,0;6,0;7,0;6,0;3,0;;;;;2,0;1,0;Completed;1,16;5,0;;;;;;;;;;;;;1,14;6,66;3818,0;3335,0;;;;;;;1,22;6,69;1,15;5,5
28;Madrid;Mutua Madrid Open;06/05/2022;Masters 1000;Outdoor;Clay;Quarterfinals;3;Djokovic N.;Hurkacz H.;1;14;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,3;3,5;;;;;;;;;;;;;1,3;3,96;8400,0;3008,0;;;;;;;1,32;3,96;1,28;3,65
28;Madrid;Mutua Madrid Open;06/05/2022;Masters 1000;Outdoor;Clay;Quarterfinals;3;Alcaraz C.;Nadal R.;9;4;6,0;2,0;1,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,8;2,0;;;;;;;;;;;;;1,84;2,08;3818,0;6435,0;;;;;;;1,95;2,08;1,85;1,96
28;Madrid;Mutua Madrid Open;06/05/2022;Masters 1000;Outdoor;Clay;Quarterfinals;3;Tsitsipas S.;Rublev A.;5;8;6,0;3,0;2,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;1,4;3,0;;;;;;;;;;;;;1,4;3,22;5690,0;4025,0;;;;;;;1,42;3,44;1,37;3,12
28;Madrid;Mutua Madrid Open;06/05/2022;Masters 1000;Outdoor;Clay;Quarterfinals;3;Zverev A.;Auger-Aliassime F.;3;10;6,0;3,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,5;2,62;;;;;;;;;;;;;1,49;2,85;7420,0;3625,0;;;;;;;1,54;2,85;1,48;2,65
28;Madrid;Mutua Madrid Open;07/05/2022;Masters 1000;Outdoor;Clay;Semifinals;3;Alcaraz C.;Djokovic N.;9;1;6,0;7,0;7,0;5,0;7,0;6,0;;;;;2,0;1,0;Completed;2,1;1,72;;;;;;;;;;;;;2,13;1,8;3818,0;8400,0;;;;;;;2,28;1,85;2,09;1,76
28;Madrid;Mutua Madrid Open;07/05/2022;Masters 1000;Outdoor;Clay;Semifinals;3;Zverev A.;Tsitsipas S.;3;5;6,0;4,0;3,0;6,0;6,0;2,0;;;;;2,0;1,0;Completed;2,3;1,61;;;;;;;;;;;;;2,36;1,64;7420,0;5690,0;;;;;;;2,53;1,67;2,34;1,6
28;Madrid;Mutua Madrid Open;08/05/2022;Masters 1000;Outdoor;Clay;The Final;3;Alcaraz C.;Zverev A.;9;3;6,0;3,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,53;2,5;;;;;;;;;;;;;1,65;2,39;3818,0;7420,0;;;;;;;1,66;2,75;1,54;2,51
27;Madrid;Mutua Madrid Open;26/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Ramos-Vinolas A.;Ivashka I.;60;69;4,0;6,0;7,0;6,0;6,0;2,0;;;;;2,0;1,0;Completed;2,2;1,67;;;;;;;;;;;;;2,36;1,65;810,0;761,0;;;;;;;2,48;1,7;2,3;1,61
27;Madrid;Mutua Madrid Open;26/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Gaston H.;Chardy J.;106;635;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,3;3,5;;;;;;;;;;;;;1,36;3,43;555,0;45,0;;;;;;;1,4;3,5;1,34;3,24
27;Madrid;Mutua Madrid Open;26/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Barrere G.;Nava E.;56;173;6,0;0,0;5,0;7,0;6,0;3,0;;;;;2,0;1,0;Completed;1,53;2,5;;;;;;;;;;;;;1,56;2,57;848,0;344,0;;;;;;;1,58;2,75;1,5;2,56
27;Madrid;Mutua Madrid Open;26/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Molcan A.;Wu Y.;58;57;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,4;3,0;;;;;;;;;;;;;1,44;2,99;825,0;843,0;;;;;;;1,46;3,3;1,39;2,97
27;Madrid;Mutua Madrid Open;26/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Halys Q.;Popyrin A.;66;75;4,0;6,0;6,0;4,0;6,0;4,0;;;;;2,0;1,0;Completed;1,67;2,2;;;;;;;;;;;;;1,74;2,2;771,0;721,0;;;;;;;1,77;2,3;1,69;2,16
27;Madrid;Mutua Madrid Open;26/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Bublik A.;Galan D.E.;55;100;7,0;6,0;6,0;7,0;6,0;4,0;;;;;2,0;1,0;Completed;1,8;2,0;;;;;;;;;;;;;1,93;1,95;865,0;586,0;;;;;;;1,93;2,0;1,84;1,95
27;Madrid;Mutua Madrid Open;26/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Carballes Baena R.;Goffin D.;53;95;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,5;2,63;;;;;;;;;;;;;1,6;2,49;867,0;615,0;;;;;;;1,6;2,69;1,54;2,45
27;Madrid;Mutua Madrid Open;26/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Hanfmann Y.;Varillas J. P.;108;87;6,0;4,0;3,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,44;2,75;;;;;;;;;;;;;1,46;2,9;548,0;667,0;;;;;;;1,6;3,03;1,44;2,77
27;Madrid;Mutua Madrid Open;26/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Wawrinka S.;Cressy M.;84;39;6,0;7,0;6,0;3,0;7,0;6,0;;;;;2,0;1,0;Completed;1,44;2,75;;;;;;;;;;;;;1,45;2,94;692,0;1010,0;;;;;;;1,45;3,16;1,4;2,92
27;Madrid;Mutua Madrid Open;26/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Grenier H.;Schwartzman D.;128;72;7,0;5,0;6,0;4,0;;;;;;;2,0;0,0;Completed;4,0;1,25;;;;;;;;;;;;;3,96;1,29;466,0;730,0;;;;;;;4,0;1,3;3,76;1,27
27;Madrid;Mutua Madrid Open;26/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Otte O.;Kotov P.;98;101;6,0;3,0;4,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;1,73;2,1;;;;;;;;;;;;;1,79;2,09;606,0;583,0;;;;;;;1,79;2,2;1,72;2,11
27;Madrid;Mutua Madrid Open;26/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Arnaldi M.;Paire B.;105;161;6,0;1,0;3,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;1,53;2,5;;;;;;;;;;;;;1,57;2,55;556,0;377,0;;;;;;;1,58;2,9;1,52;2,51
27;Madrid;Mutua Madrid Open;26/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Ruusuvuori E.;Humbert U.;41;77;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,5;2,63;;;;;;;;;;;;;1,53;2,66;977,0;718,0;;;;;;;1,56;2,85;1,5;2,56
27;Madrid;Mutua Madrid Open;26/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Munar J.;Kokkinakis T.;88;111;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,8;2,0;;;;;;;;;;;;;1,81;2,1;666,0;534,0;;;;;;;1,92;2,12;1,77;2,04
27;Madrid;Mutua Madrid Open;26/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Monteiro T.;Gojo B.;97;110;7,0;6,0;4,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,91;1,91;;;;;;;;;;;;;2,0;1,89;608,0;538,0;;;;;;;2,02;2,0;1,91;1,88
27;Madrid;Mutua Madrid Open;26/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Gasquet R.;Landaluce M.;43;894;6,0;2,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,14;5,5;;;;;;;;;;;;;1,16;6,07;951,0;16,0;;;;;;;1,17;6,1;1,14;5,54
27;Madrid;Mutua Madrid Open;27/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Etcheverry T.;Mannarino A.;59;46;6,0;4,0;6,0;0,0;;;;;;;2,0;0,0;Completed;1,2;4,5;;;;;;;;;;;;;1,27;4,13;814,0;917,0;;;;;;;1,31;4,54;1,25;3,97
27;Madrid;Mutua Madrid Open;27/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Shevchenko A.;Wolf J.J.;96;49;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,53;2,5;;;;;;;;;;;;;1,68;2,31;610,0;880,0;;;;;;;1,69;2,5;1,61;2,31
27;Madrid;Mutua Madrid Open;27/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Safiullin R.;Jarry N.;112;51;6,0;2,0;3,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;3,2;1,36;;;;;;;;;;;;;3,19;1,4;525,0;878,0;;;;;;;3,38;1,4;3,15;1,36
27;Madrid;Mutua Madrid Open;27/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Thiem D.;Edmund K.;93;498;6,0;4,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,14;5,5;;;;;;;;;;;;;1,18;5,49;625,0;75,0;;;;;;;1,22;5,55;1,17;5,09
27;Madrid;Mutua Madrid Open;27/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Zhang Zh.;Rodionov J.;99;119;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,1;1,73;;;;;;;;;;;;;2,21;1,74;606,0;502,0;;;;;;;2,26;1,76;2,15;1,7
27;Madrid;Mutua Madrid Open;27/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Watanuki Y.;Moutet C.;117;64;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,5;2,63;;;;;;;;;;;;;1,53;2,65;502,0;780,0;;;;;;;1,57;2,65;1,51;2,55
27;Madrid;Mutua Madrid Open;27/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Garin C.;Huesler M.A.;73;76;7,0;6,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,29;3,75;;;;;;;;;;;;;1,39;3,25;723,0;720,0;;;;;;;1,4;3,75;1,33;3,35
27;Madrid;Mutua Madrid Open;27/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Cachin P.;Shelbayh A.;67;243;6,0;1,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,4;3,0;;;;;;;;;;;;;1,52;2,69;767,0;233,0;;;;;;;1,56;3,0;1,44;2,78
27;Madrid;Mutua Madrid Open;27/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Struff J.L.;Sonego L.;65;47;6,0;3,0;6,0;1,0;;;;;;;2,0;0,0;Completed;2,1;1,73;;;;;;;;;;;;;2,09;1,82;779,0;890,0;;;;;;;2,35;1,82;2,12;1,72
27;Madrid;Mutua Madrid Open;27/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Giron M.;Borges N.;61;74;6,0;2,0;7,0;6,0;;;;;;;2,0;0,0;Completed;2,1;1,73;;;;;;;;;;;;;2,1;1,81;801,0;723,0;;;;;;;2,29;1,85;2,06;1,77
27;Madrid;Mutua Madrid Open;27/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Cecchinato M.;Fucsovics M.;85;83;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,38;1,57;;;;;;;;;;;;;2,59;1,56;688,0;697,0;;;;;;;2,59;1,59;2,44;1,55
27;Madrid;Mutua Madrid Open;27/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;O Connell C.;Krajinovic F.;81;79;6,0;4,0;6,0;7,0;6,0;2,0;;;;;2,0;1,0;Completed;1,67;2,2;;;;;;;;;;;;;1,81;2,11;710,0;711,0;;;;;;;1,82;2,23;1,73;2,1
27;Madrid;Mutua Madrid Open;27/04/2023;Masters 1000;Outdoor;Clay;1st Round;3;Vavassori A.;Murray A.;164;52;6,0;2,0;7,0;6,0;;;;;;;2,0;0,0;Completed;2,3;1,62;;;;;;;;;;;;;2,3;1,68;369,0;870,0;;;;;;;2,51;1,72;2,24;1,65
