ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Winner;Loser;WRank;LRank;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;CBW;CBL;GBW;GBL;IWW;IWL;SBW;SBL;B365W;B365L;B&WW;B&WL;WPts;LPts;EXW;EXL;PSW;PSL;UBW;UBL;LBW;LBL;SJW;SJL;MaxW;MaxL;AvgW;AvgL
48;Montreal;Rogers Masters;10/08/07;Masters;Outdoor;Hard;Quarterfinals;3;Stepanek R.;Davydenko N.;60;5;6,0;4,0;7,0;5,0;;;;;;;2,0;0,0;Completed;2,35;1,57;;;;;;;2,5;1,53;;;590,0;3075,0;2,35;1,55;2,64;1,575;2,4;1,55;;;;;;;;
48;Montreal;Rogers Masters;10/08/07;Masters;Outdoor;Hard;Quarterfinals;3;Federer R.;Hewitt L.;1;21;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,04;10,0;;;;;;;1,04;11,0;;;7290,0;1180,0;1,05;8,5;1,056;15,0;1,06;9,0;;;;;;;;
48;Montreal;Rogers Masters;10/08/07;Masters;Outdoor;Hard;Quarterfinals;3;Djokovic N.;Roddick A.;4;3;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,65;2,2;;;;;;;1,66;2,2;;;3200,0;3290,0;1,7;2,1;1,704;2,32;1,6;2,3;;;;;;;;
48;Montreal;Rogers Masters;11/08/07;Masters;Outdoor;Hard;Quarterfinals;3;Nadal R.;Dancevic F.;2;91;4,0;6,0;6,0;2,0;6,0;3,0;;;;;2,0;1,0;Completed;1,04;10,0;;;;;;;1,05;10,0;;;5455,0;452,0;1,07;7,19;1,083;11,0;1,06;9,0;;;;;;;;
48;Montreal;Rogers Masters;11/08/07;Masters;Outdoor;Hard;Semifinals;3;Federer R.;Stepanek R.;1;60;7,0;6,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,03;11,0;;;;;;;1,03;12,0;;;7290,0;590,0;1,03;10,5;1,061;14,0;1,04;10,0;;;;;;;;
48;Montreal;Rogers Masters;12/08/07;Masters;Outdoor;Hard;Semifinals;3;Djokovic N.;Nadal R.;4;2;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,05;1,75;;;;;;;2,2;1,66;;;3200,0;5455,0;2,1;1,7;2,21;1,763;2,0;1,8;;;;;;;;
48;Montreal;Rogers Masters;13/08/07;Masters;Outdoor;Hard;The Final;3;Djokovic N.;Federer R.;4;1;7,0;6,0;2,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;4,25;1,22;;;;;;;4,33;1,22;;;3200,0;7290,0;4,25;1,2;4,5;1,263;4,2;1,22;;;;;;;;
46;Montreal;Rogers Masters;10/08/09;Masters 1000;Outdoor;Hard;1st Round;3;Youzhny M.;Cilic M.;65;15;4,0;6,0;7,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;;;;;;;;;2,75;1,4;;;850,0;2380,0;2,75;1,42;;;2,95;1,38;2,62;1,44;2,75;1,4;;;;
46;Montreal;Rogers Masters;10/08/09;Masters 1000;Outdoor;Hard;1st Round;3;Andreev I.;Tursunov D.;28;33;5,0;5,0;;;;;;;;;0,0;0,0;Retired;;;;;;;;;1,53;2,37;;;1440,0;1305,0;1,6;2,3;;;1,54;2,4;1,533;2,375;1,62;2,25;;;;
46;Montreal;Rogers Masters;10/08/09;Masters 1000;Outdoor;Hard;1st Round;3;Schuettler R.;Serra F.;91;52;6,0;4,0;6,0;0,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,0;1,72;;;700,0;936,0;2,0;1,75;;;2,15;1,67;2,1;1,667;2,1;1,67;;;;
46;Montreal;Rogers Masters;10/08/09;Masters 1000;Outdoor;Hard;1st Round;3;Niemeyer F.;Kunitsyn I.;487;39;7,0;5,0;6,0;1,0;;;;;;;2,0;0,0;Completed;;;;;;;;;3,5;1,28;;;81,0;1213,0;3,46;1,28;;;3,6;1,27;3,4;1,3;3,25;1,333;;;;
46;Montreal;Rogers Masters;10/08/09;Masters 1000;Outdoor;Hard;1st Round;3;Mathieu P.H.;Garcia-Lopez G.;27;54;7,0;5,0;0,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;;;;;;;;;1,4;2,75;;;1495,0;924,0;1,4;2,85;;;1,45;2,67;1,44;2,62;1,44;2,63;;;;
46;Montreal;Rogers Masters;10/08/09;Masters 1000;Outdoor;Hard;1st Round;3;Chardy J.;Lu Y.H.;36;60;6,0;7,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;1,33;3,25;;;1222,0;871,0;1,3;3,35;;;1,33;3,2;1,364;3,0;1,33;3,0;;;;
46;Montreal;Rogers Masters;10/08/09;Masters 1000;Outdoor;Hard;1st Round;3;Polansky P.;Agostinelli B.;225;1171;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,22;4,0;;;256,0;7,0;1,2;4,25;;;1,25;3,8;1,25;3,75;1,25;3,75;;;;
46;Montreal;Rogers Masters;10/08/09;Masters 1000;Outdoor;Hard;1st Round;3;Wawrinka S.;Kiefer N.;22;110;6,0;4,0;6,0;1,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,53;2,37;;;1795,0;580,0;1,6;2,25;;;1,55;2,38;1,533;2,375;1,571;2,25;;;;
46;Montreal;Rogers Masters;10/08/09;Masters 1000;Outdoor;Hard;1st Round;3;Petzschner P.;Querrey S.;45;26;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;4,33;1,2;;;1040,0;1510,0;4,25;1,2;;;4,0;1,23;3,75;1,25;3,75;1,222;;;;
46;Montreal;Rogers Masters;10/08/09;Masters 1000;Outdoor;Hard;1st Round;3;Monfils G.;Safin M.;13;61;6,0;2,0;3,0;6,0;6,0;2,0;;;;;2,0;1,0;Completed;;;;;;;;;1,57;2,25;;;2640,0;865,0;1,6;2,3;;;1,6;2,28;1,571;2,25;1,67;2,1;;;;
46;Montreal;Rogers Masters;11/08/09;Masters 1000;Outdoor;Hard;1st Round;3;Mayer L.;Zverev M.;62;46;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,8;1,9;;;865,0;1030,0;1,75;2,05;;;1,82;1,94;1,8;1,909;1,73;2,0;;;;
46;Montreal;Rogers Masters;11/08/09;Masters 1000;Outdoor;Hard;1st Round;3;Simon G.;Dancevic F.;9;105;6,0;1,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,61;2,2;;;3330,0;613,0;1,6;2,3;;;1,67;2,15;1,615;2,2;1,62;2,2;;;;
46;Montreal;Rogers Masters;11/08/09;Masters 1000;Outdoor;Hard;1st Round;3;Robredo T.;Bogomolov A.;16;147;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,33;3,25;;;2290,0;451,0;1,35;3,1;;;1,3;3,4;1,3;3,4;1,29;3,25;;;;
46;Montreal;Rogers Masters;11/08/09;Masters 1000;Outdoor;Hard;1st Round;3;Ferrero J.C.;Hewitt L.;29;40;6,0;1,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,62;1,44;;;1405,0;1145,0;2,35;1,55;;;2,36;1,56;2,375;1,533;2,375;1,533;;;;
46;Montreal;Rogers Masters;11/08/09;Masters 1000;Outdoor;Hard;1st Round;3;Hanescu V.;Melzer J.;32;31;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,62;1,44;;;1341,0;1345,0;2,75;1,45;;;2,48;1,52;2,37;1,53;2,38;1,53;;;;
46;Montreal;Rogers Masters;11/08/09;Masters 1000;Outdoor;Hard;1st Round;3;Kohlschreiber P.;Berdych T.;25;18;7,0;6,0;6,0;7,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;2,5;1,5;;;1580,0;2005,0;2,5;1,5;;;2,44;1,53;2,375;1,533;2,375;1,533;;;;
46;Montreal;Rogers Masters;11/08/09;Masters 1000;Outdoor;Hard;1st Round;3;Isner J.;Levine J.;55;119;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,44;2,62;;;924,0;535,0;1,45;2,6;;;1,5;2,52;1,4;2,75;1,4;2,75;;;;
46;Montreal;Rogers Masters;11/08/09;Masters 1000;Outdoor;Hard;1st Round;3;Verdasco F.;Lopez F.;11;37;6,0;1,0;6,0;7,0;6,0;1,0;;;;;2,0;1,0;Completed;;;;;;;;;1,36;3,0;;;3135,0;1215,0;1,35;3,1;;;1,35;3,1;1,333;3,25;1,36;3,0;;;;
46;Montreal;Rogers Masters;11/08/09;Masters 1000;Outdoor;Hard;1st Round;3;Falla A.;Sela D.;163;34;6,0;4,0;3,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;2,37;1,53;;;396,0;1274,0;2,35;1,55;;;2,46;1,52;2,375;1,533;2,375;1,533;;;;
46;Montreal;Rogers Masters;11/08/09;Masters 1000;Outdoor;Hard;1st Round;3;Golubev A.;Stepanek R.;66;17;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;3,5;1,28;;;842,0;2055,0;3,55;1,27;;;3,55;1,28;3,25;1,33;3,0;1,333;;;;
46;Montreal;Rogers Masters;11/08/09;Masters 1000;Outdoor;Hard;1st Round;3;Ferrer D.;Troicki V.;19;24;6,0;3,0;6,0;0,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,25;3,75;;;1890,0;1585,0;1,21;4,25;;;1,25;3,8;1,25;3,75;1,222;4,0;;;;
46;Montreal;Rogers Masters;11/08/09;Masters 1000;Outdoor;Hard;1st Round;3;Haas T.;Karlovic I.;20;30;4,0;6,0;7,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;1,83;1,83;;;1855,0;1390,0;1,95;1,8;;;1,9;1,86;1,83;1,83;1,83;1,83;;;;
46;Montreal;Rogers Masters;11/08/09;Masters 1000;Outdoor;Hard;1st Round;3;Hernych J.;Benneteau J.;86;58;6,0;2,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,25;1,57;;;725,0;890,0;2,5;1,5;;;2,28;1,6;2,2;1,615;2,38;1,53;;;;
46;Montreal;Rogers Masters;12/08/09;Masters 1000;Outdoor;Hard;1st Round;3;Gonzalez F.;Raonic M.;10;679;4,0;6,0;7,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;1,02;12,0;;;3285,0;40,0;1,02;11,5;;;1,04;11,0;1,04;9,0;1,03;10,0;;;;
46;Montreal;Rogers Masters;11/08/09;Masters 1000;Outdoor;Hard;2nd Round;3;Davydenko N.;Mathieu P.H.;8;27;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,28;3,5;;;3525,0;1495,0;1,3;3,35;;;1,28;3,55;1,286;3,5;1,286;3,25;;;;
46;Montreal;Rogers Masters;11/08/09;Masters 1000;Outdoor;Hard;2nd Round;3;Murray A.;Chardy J.;3;36;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,05;9,0;;;8260,0;1222,0;1,1;6,25;;;1,07;8,0;1,083;7,0;1,071;8,0;;;;
46;Montreal;Rogers Masters;11/08/09;Masters 1000;Outdoor;Hard;2nd Round;3;Djokovic N.;Polansky P.;4;225;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,03;11,0;;;7380,0;256,0;1,04;9,25;;;1,03;12,0;1,015;13,0;1,02;11,0;;;;
46;Montreal;Rogers Masters;11/08/09;Masters 1000;Outdoor;Hard;2nd Round;3;Federer R.;Niemeyer F.;1;487;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,005;21,0;;;11060,0;81,0;1,01;13,5;;;1,01;20,0;1,005;21,0;1,004;19,0;;;;
46;Montreal;Rogers Masters;12/08/09;Masters 1000;Outdoor;Hard;2nd Round;3;Youzhny M.;Isner J.;65;55;6,0;7,0;6,0;1,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;2,2;1,61;;;850,0;924,0;2,2;1,65;;;1,98;1,78;2,1;1,667;2,2;1,62;;;;
46;Montreal;Rogers Masters;12/08/09;Masters 1000;Outdoor;Hard;2nd Round;3;Verdasco F.;Mayer L.;11;62;6,0;1,0;6,0;1,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,16;4,5;;;3135,0;865,0;1,23;3,89;;;1,23;4,0;1,2;4,333;1,222;3,75;;;;
46;Montreal;Rogers Masters;12/08/09;Masters 1000;Outdoor;Hard;2nd Round;3;Tsonga J.W.;Schuettler R.;7;91;4,0;6,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;1,08;7,0;;;3650,0;700,0;1,15;5,2;;;1,16;5,0;1,125;5,5;1,14;5,5;;;;
46;Montreal;Rogers Masters;12/08/09;Masters 1000;Outdoor;Hard;2nd Round;3;Del Potro J.M.;Hernych J.;6;86;6,0;2,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,04;10,0;;;5155,0;725,0;1,05;8,5;;;1,06;8,5;1,083;7,0;1,06;7,5;;;;
46;Montreal;Rogers Masters;12/08/09;Masters 1000;Outdoor;Hard;2nd Round;3;Petzschner P.;Robredo T.;45;16;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,37;1,53;;;1040,0;2290,0;2,5;1,5;;;2,28;1,6;2,2;1,615;2,375;1,533;;;;
46;Montreal;Rogers Masters;12/08/09;Masters 1000;Outdoor;Hard;2nd Round;3;Ferrero J.C.;Monfils G.;29;13;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,61;2,2;;;1405,0;2640,0;1,65;2,2;;;1,58;2,3;1,667;2,1;1,667;2,2;;;;
46;Montreal;Rogers Masters;12/08/09;Masters 1000;Outdoor;Hard;2nd Round;3;Hanescu V.;Kohlschreiber P.;32;25;6,0;3,0;4,0;6,0;7,0;5,0;;;;;2,0;1,0;Completed;;;;;;;;;2,75;1,4;;;1341,0;1580,0;2,85;1,4;;;2,76;1,42;2,75;1,4;2,88;1,36;;;;
46;Montreal;Rogers Masters;12/08/09;Masters 1000;Outdoor;Hard;2nd Round;3;Simon G.;Falla A.;9;163;4,0;6,0;6,0;2,0;6,0;2,0;;;;;2,0;1,0;Completed;;;;;;;;;1,2;4,33;;;3330,0;396,0;1,25;3,75;;;1,22;4,1;1,222;4,0;1,22;3,75;;;;
46;Montreal;Rogers Masters;12/08/09;Masters 1000;Outdoor;Hard;2nd Round;3;Wawrinka S.;Golubev A.;22;66;7,0;5,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,14;5,0;;;1795,0;842,0;1,2;4,25;;;1,23;4,0;1,222;4,0;1,2;4,0;;;;
46;Montreal;Rogers Masters;12/08/09;Masters 1000;Outdoor;Hard;2nd Round;3;Roddick A.;Andreev I.;5;28;6,0;1,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,1;7,0;;;5530,0;1440,0;1,13;5,5;;;1,12;6,0;1,143;5,0;1,125;6,0;;;;
46;Montreal;Rogers Masters;12/08/09;Masters 1000;Outdoor;Hard;2nd Round;3;Gonzalez F.;Haas T.;10;20;7,0;6,0;;;;;;;;;1,0;0,0;Retired;;;;;;;;;1,66;2,1;;;3285,0;1855,0;1,7;2,05;;;1,82;1,94;1,72;2,0;1,73;2,0;;;;
46;Montreal;Rogers Masters;12/08/09;Masters 1000;Outdoor;Hard;2nd Round;3;Nadal R.;Ferrer D.;2;19;4,0;3,0;;;;;;;;;0,0;0,0;Retired;;;;;;;;;1,28;3,5;;;9285,0;1890,0;1,26;3,59;;;1,27;3,6;1,286;3,5;1,29;3,25;;;;
46;Montreal;Rogers Masters;13/08/09;Masters 1000;Outdoor;Hard;3rd Round;3;Djokovic N.;Youzhny M.;4;65;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,14;5,0;;;7380,0;850,0;1,2;4,25;;;1,2;4,3;1,143;5,0;1,2;4,5;;;;
46;Montreal;Rogers Masters;13/08/09;Masters 1000;Outdoor;Hard;3rd Round;3;Del Potro J.M.;Hanescu V.;6;32;3,0;6,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;1,05;9,0;;;5155,0;1341,0;1,07;7,19;;;1,07;7,8;1,063;8,0;1,08;7,5;;;;
46;Montreal;Rogers Masters;13/08/09;Masters 1000;Outdoor;Hard;3rd Round;3;Roddick A.;Verdasco F.;5;11;7,0;6,0;4,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;1,36;3,0;;;5530,0;3135,0;1,42;2,75;;;1,42;2,76;1,4;2,75;1,36;3,0;;;;
46;Montreal;Rogers Masters;13/08/09;Masters 1000;Outdoor;Hard;3rd Round;3;Murray A.;Ferrero J.C.;3;29;6,0;1,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,12;5,5;;;8260,0;1405,0;1,17;4,45;;;1,19;4,5;1,125;5,5;1,167;5,0;;;;
46;Montreal;Rogers Masters;13/08/09;Masters 1000;Outdoor;Hard;3rd Round;3;Davydenko N.;Gonzalez F.;8;10;7,0;6,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,5;2,5;;;3525,0;3285,0;1,6;2,25;;;1,54;2,4;1,57;2,25;1,62;2,25;;;;
46;Montreal;Rogers Masters;13/08/09;Masters 1000;Outdoor;Hard;3rd Round;3;Nadal R.;Petzschner P.;2;45;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,11;6,0;;;9285,0;1040,0;1,15;5,2;;;1,17;4,8;1,167;4,5;1,167;4,5;;;;
46;Montreal;Rogers Masters;13/08/09;Masters 1000;Outdoor;Hard;3rd Round;3;Federer R.;Wawrinka S.;1;22;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,1;6,5;;;11060,0;1795,0;1,15;5,2;;;1,14;5,4;1,125;5,5;1,125;6,0;;;;
46;Montreal;Rogers Masters;13/08/09;Masters 1000;Outdoor;Hard;3rd Round;3;Tsonga J.W.;Simon G.;7;9;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,57;2,25;;;3650,0;3330,0;1,58;2,35;;;1,6;2,28;1,615;2,2;1,67;2,2;;;;
46;Montreal;Rogers Masters;14/08/09;Masters 1000;Outdoor;Hard;Quarterfinals;3;Murray A.;Davydenko N.;3;8;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,25;3,75;;;8260,0;3525,0;1,22;3,84;;;1,28;3,6;1,25;3,75;1,25;3,75;;;;
46;Montreal;Rogers Masters;14/08/09;Masters 1000;Outdoor;Hard;Quarterfinals;3;Tsonga J.W.;Federer R.;7;1;7,0;6,0;1,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;6,0;1,11;;;3650,0;11060,0;4,67;1,17;;;5,0;1,16;5,5;1,125;6,0;1,13;;;;
46;Montreal;Rogers Masters;14/08/09;Masters 1000;Outdoor;Hard;Quarterfinals;3;Roddick A.;Djokovic N.;5;4;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,8;1,9;;;5530,0;7380,0;1,85;1,9;;;1,85;1,92;1,833;1,833;1,8;2,0;;;;
46;Montreal;Rogers Masters;15/08/09;Masters 1000;Outdoor;Hard;Quarterfinals;3;Del Potro J.M.;Nadal R.;6;2;7,0;6,0;6,0;1,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,37;1,53;;;5155,0;9285,0;2,15;1,65;;;2,45;1,53;2,25;1,571;2,375;1,571;;;;
46;Montreal;Rogers Masters;15/08/09;Masters 1000;Outdoor;Hard;Semifinals;3;Murray A.;Tsonga J.W.;3;7;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,2;4,5;;;8260,0;3650,0;1,2;4,2;;;1,22;4,1;1,2;4,333;1,2;4,5;;;;
46;Montreal;Rogers Masters;15/08/09;Masters 1000;Outdoor;Hard;Semifinals;3;Del Potro J.M.;Roddick A.;6;5;4,0;6,0;6,0;2,0;7,0;5,0;;;;;2,0;1,0;Completed;;;;;;;;;1,9;1,9;;;5155,0;5530,0;1,8;1,95;;;1,82;1,95;1,8;1,909;1,833;1,909;;;;
46;Montreal;Rogers Masters;16/08/09;Masters 1000;Outdoor;Hard;The Final;3;Murray A.;Del Potro J.M.;3;6;6,0;7,0;7,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;;;;;;;;;1,4;2,87;;;8260,0;5155,0;1,4;2,9;;;1,45;2,75;1,444;2,625;1,444;2,75;;;;
47;Montreal;Rogers Masters;08/08/11;Masters 1000;Outdoor;Hard;1st Round;3;Dolgopolov O.;Chvojka E.;21;290;6,0;3,0;5,0;7,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;1,05;11,0;;;1575,0;163,0;1,05;8,5;1,06;11,75;;;1,04;9,0;1,04;9,0;1,08;11,66;1,05;9,06
47;Montreal;Rogers Masters;08/08/11;Masters 1000;Outdoor;Hard;1st Round;3;Wawrinka S.;Nalbandian D.;17;51;6,0;1,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,8;1,9;;;1935,0;885,0;1,8;1,95;1,88;2,02;;;1,73;2,0;1,67;2,1;1,88;2,1;1,77;2,0
47;Montreal;Rogers Masters;08/08/11;Masters 1000;Outdoor;Hard;1st Round;3;Anderson K.;Andujar P.;35;46;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,16;5,0;;;1200,0;990,0;1,18;4,5;1,19;5,5;;;1,17;4,5;1,2;4,0;1,2;5,61;1,17;4,73
47;Montreal;Rogers Masters;08/08/11;Masters 1000;Outdoor;Hard;1st Round;3;Karlovic I.;Monaco J.;125;39;6,0;7,0;6,0;3,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;1,72;2,0;;;442,0;1125,0;1,8;1,95;1,79;2,15;;;1,83;1,83;1,8;1,91;1,83;2,15;1,77;1,98
47;Montreal;Rogers Masters;08/08/11;Masters 1000;Outdoor;Hard;1st Round;3;Gulbis E.;Ferrero J.C.;55;104;3,0;6,0;6,0;1,0;7,0;5,0;;;;;2,0;1,0;Completed;;;;;;;;;1,44;2,62;;;850,0;520,0;1,5;2,5;1,53;2,7;;;1,4;2,75;1,4;2,75;1,53;2,75;1,46;2,64
47;Montreal;Rogers Masters;08/08/11;Masters 1000;Outdoor;Hard;1st Round;3;Bogomolov A.;Mannarino A.;57;54;6,0;2,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,5;2,5;;;841,0;875,0;1,5;2,5;1,57;2,57;;;1,53;2,38;1,5;2,5;1,6;2,6;1,53;2,42
47;Montreal;Rogers Masters;08/08/11;Masters 1000;Outdoor;Hard;1st Round;3;Bellucci T.;Golubev A.;36;99;7,0;5,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,28;3,5;;;1180,0;535,0;1,3;3,3;1,33;3,69;;;1,36;3,0;1,29;3,25;1,36;3,7;1,32;3,27
47;Montreal;Rogers Masters;08/08/11;Masters 1000;Outdoor;Hard;1st Round;3;Dodig I.;Chardy J.;41;61;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,9;1,8;;;1091,0;790,0;1,9;1,85;2,01;1,9;;;1,83;1,83;1,83;1,83;1,98;2,0;1,86;1,87
47;Montreal;Rogers Masters;08/08/11;Masters 1000;Outdoor;Hard;1st Round;3;Davydenko N.;Cipolla F.;30;113;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,28;3,5;;;1295,0;501,0;1,3;3,3;1,24;4,58;;;1,29;3,5;1,25;3,5;1,33;4,58;1,27;3,66
47;Montreal;Rogers Masters;08/08/11;Masters 1000;Outdoor;Hard;1st Round;3;Cilic M.;Seppi A.;29;52;7,0;5,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,28;3,5;;;1295,0;880,0;1,3;3,3;1,29;4,05;;;1,29;3,5;1,29;3,25;1,34;6,0;1,27;3,64
47;Montreal;Rogers Masters;08/08/11;Masters 1000;Outdoor;Hard;1st Round;3;Del Potro J.M.;Nieminen J.;19;50;6,0;4,0;6,0;0,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,12;6,0;;;1710,0;901,0;1,11;6,0;1,14;6,87;;;1,11;6,0;1,13;5,5;1,16;6,87;1,12;5,93
47;Montreal;Rogers Masters;09/08/11;Masters 1000;Outdoor;Hard;1st Round;3;Tomic B.;Lu Y.H.;68;66;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,5;2,5;;;707,0;728,0;1,55;2,35;1,49;2,82;;;1,5;2,5;1,5;2,5;1,6;2,82;1,52;2,47
47;Montreal;Rogers Masters;09/08/11;Masters 1000;Outdoor;Hard;1st Round;3;Tsonga J.W.;Fognini F.;16;34;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,1;7,0;;;1945,0;1210,0;1,11;6,0;1,1;8,52;;;1,1;6,5;1,14;5,0;1,14;9,24;1,09;6,82
47;Montreal;Rogers Masters;09/08/11;Masters 1000;Outdoor;Hard;1st Round;3;Gasquet R.;Mayer F.;13;23;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,38;2,87;;;2000,0;1465,0;1,4;2,8;1,46;2,95;;;1,4;2,75;1,36;3,0;1,47;3,05;1,41;2,81
47;Montreal;Rogers Masters;09/08/11;Masters 1000;Outdoor;Hard;1st Round;3;Petzschner P.;Simon G.;80;11;7,0;5,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;3,5;1,28;;;665,0;2155,0;3,75;1,25;3,75;1,32;;;3,4;1,3;3,25;1,29;3,8;1,33;3,47;1,29
47;Montreal;Rogers Masters;09/08/11;Masters 1000;Outdoor;Hard;1st Round;3;Stakhovsky S.;Kohlschreiber P.;43;42;6,0;2,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,62;1,44;;;1030,0;1080,0;2,5;1,5;2,49;1,61;;;2,25;1,57;2,38;1,53;2,62;1,61;2,43;1,53
47;Montreal;Rogers Masters;09/08/11;Masters 1000;Outdoor;Hard;1st Round;3;Russell M.;Montanes A.;100;47;7,0;5,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,53;2,37;;;533,0;975,0;1,55;2,35;1,69;2,3;;;1,57;2,25;1,57;2,25;1,72;2,44;1,59;2,28
47;Montreal;Rogers Masters;09/08/11;Masters 1000;Outdoor;Hard;1st Round;3;Tipsarevic J.;Falla A.;24;109;7,0;5,0;6,0;1,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,25;3,75;;;1390,0;507,0;1,25;3,75;1,3;3,89;;;1,25;3,75;1,29;3,25;1,31;4,0;1,27;3,6
47;Montreal;Rogers Masters;09/08/11;Masters 1000;Outdoor;Hard;1st Round;3;Pospisil V.;Chela J.I.;127;22;4,0;6,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;2,75;1,4;;;440,0;1510,0;2,6;1,46;3,01;1,44;;;2,38;1,53;2,5;1,53;3,01;1,58;2,58;1,48
